feature,coef,abs_coef
PC45,-3.085609334364071,3.085609334364071
PC98,-2.9076900071756606,2.9076900071756606
PC22,-2.8073657274503474,2.8073657274503474
PC7,-2.3611025865352033,2.3611025865352033
PC50,2.244491220950858,2.244491220950858
PC40,2.2296984727897837,2.2296984727897837
PC78,-2.1997352359344333,2.1997352359344333
PC57,1.9904480755421081,1.9904480755421081
PC18,1.9351105981572965,1.9351105981572965
PC74,1.8904050847931775,1.8904050847931775
PC11,-1.7983538100792884,1.7983538100792884
PC37,1.7892521386216278,1.7892521386216278
PC14,1.730088865385776,1.730088865385776
PC105,-1.6054386539854892,1.6054386539854892
PC65,-1.560013500960167,1.560013500960167
PC5,-1.5387951729451466,1.5387951729451466
PC41,-1.5316653382502368,1.5316653382502368
PC30,1.5223008935451827,1.5223008935451827
PC49,1.500913497811849,1.500913497811849
PC15,-1.4931304423613392,1.4931304423613392
PC1,1.4893641025319944,1.4893641025319944
PC95,1.472496856208205,1.472496856208205
PC51,-1.4426175214097912,1.4426175214097912
PC21,1.4339130947580763,1.4339130947580763
PC9,1.4233564508842187,1.4233564508842187
PC77,1.3752325448443803,1.3752325448443803
PC12,-1.3316169685814538,1.3316169685814538
PC43,1.3143736870811777,1.3143736870811777
PC62,-1.2687477392327264,1.2687477392327264
PC58,1.2573419874320308,1.2573419874320308
PC82,-1.1832524373311502,1.1832524373311502
PC46,1.1481678229553853,1.1481678229553853
PC117,1.1259134088562701,1.1259134088562701
PC52,-1.109370401383327,1.109370401383327
PC13,1.0841302760189182,1.0841302760189182
PC28,-1.0667766135826127,1.0667766135826127
PC20,-1.0608674786687364,1.0608674786687364
PC81,-1.0353831670133873,1.0353831670133873
PC3,-1.024779426598277,1.024779426598277
PC109,0.9919726055156686,0.9919726055156686
PC2,-0.9634773905904658,0.9634773905904658
PC44,0.9488455295673822,0.9488455295673822
PC93,-0.872127246714704,0.872127246714704
PC72,0.8611337494195452,0.8611337494195452
PC108,0.8562521556863916,0.8562521556863916
PC61,0.8302182381608404,0.8302182381608404
PC39,-0.8294069792166897,0.8294069792166897
PC23,0.825630374753866,0.825630374753866
PC53,0.8085841561493121,0.8085841561493121
PC121,-0.7751040068871183,0.7751040068871183
PC10,0.7604572844653648,0.7604572844653648
PC88,0.7599451088865565,0.7599451088865565
PC69,-0.750559783529396,0.750559783529396
PC113,0.7486563015922703,0.7486563015922703
PC101,-0.7103836965169454,0.7103836965169454
PC92,0.6929376087973312,0.6929376087973312
PC70,-0.6830695361681978,0.6830695361681978
PC110,-0.6747793886347512,0.6747793886347512
PC63,0.6599180376285773,0.6599180376285773
PC31,0.6588796696612825,0.6588796696612825
PC8,0.6507782488088873,0.6507782488088873
PC33,-0.6216247454364942,0.6216247454364942
PC94,0.6017250189796667,0.6017250189796667
PC25,-0.599815321469291,0.599815321469291
PC26,-0.5878401335327648,0.5878401335327648
PC68,0.5459098769640066,0.5459098769640066
PC4,-0.5451149067005868,0.5451149067005868
PC36,-0.5356917647846028,0.5356917647846028
PC27,0.5203265014117272,0.5203265014117272
PC118,0.502952756590723,0.502952756590723
PC90,0.47603383920474623,0.47603383920474623
PC104,0.4722833881236455,0.4722833881236455
PC16,-0.45543894733740015,0.45543894733740015
PC75,0.454575573015609,0.454575573015609
PC48,-0.45368416738131556,0.45368416738131556
PC54,-0.45085183881764446,0.45085183881764446
PC97,0.438634282870574,0.438634282870574
PC119,0.4287910803698928,0.4287910803698928
PC24,0.41986251768273314,0.41986251768273314
PC107,-0.41785158895035374,0.41785158895035374
PC34,-0.41480286268223243,0.41480286268223243
PC6,-0.3900164041552166,0.3900164041552166
PC96,0.3841413983157481,0.3841413983157481
PC89,-0.3811385909169143,0.3811385909169143
PC19,-0.37900697440119996,0.37900697440119996
PC106,-0.3691804020894708,0.3691804020894708
PC66,0.3656613184867115,0.3656613184867115
PC115,0.3562875016153963,0.3562875016153963
PC47,0.355749869888679,0.355749869888679
PC67,0.34694131516329685,0.34694131516329685
PC112,-0.34383115182412893,0.34383115182412893
PC73,0.34248729052447907,0.34248729052447907
PC87,0.3385712774353486,0.3385712774353486
PC17,-0.3207957083198109,0.3207957083198109
PC84,0.29336842147364695,0.29336842147364695
PC85,0.2774777890047564,0.2774777890047564
PC100,-0.2586244096289215,0.2586244096289215
PC114,-0.2551694097520601,0.2551694097520601
PC86,0.2401501347069872,0.2401501347069872
PC102,-0.2011887531968449,0.2011887531968449
PC76,-0.18517285697820543,0.18517285697820543
PC79,0.17359489112105875,0.17359489112105875
PC83,0.17096480119431848,0.17096480119431848
PC32,0.16912384577536957,0.16912384577536957
PC29,0.1621794782311721,0.1621794782311721
PC60,-0.1452438056998507,0.1452438056998507
PC59,-0.1381813565163756,0.1381813565163756
PC38,-0.12419540545767502,0.12419540545767502
PC35,0.10904712953902941,0.10904712953902941
PC42,0.10432102981119497,0.10432102981119497
PC99,-0.07454042195715008,0.07454042195715008
PC55,0.06265924204096025,0.06265924204096025
PC116,0.06264057822619275,0.06264057822619275
PC91,0.05718311740166097,0.05718311740166097
PC64,-0.05510227829250958,0.05510227829250958
PC80,-0.0502799942356022,0.0502799942356022
PC71,0.04238222970563859,0.04238222970563859
PC111,-0.033681176705819216,0.033681176705819216
PC120,-0.028020505762650624,0.028020505762650624
PC56,0.026176067362268865,0.026176067362268865
PC103,-0.0015278898703171547,0.0015278898703171547
