feature,coef,abs_coef
PC45,-3.0820607714109545,3.0820607714109545
PC98,-2.9044036339500687,2.9044036339500687
PC22,-2.80422719648549,2.80422719648549
PC7,-2.358621688516492,2.358621688516492
PC50,2.2421821665572415,2.2421821665572415
PC40,2.227411217638947,2.227411217638947
PC78,-2.1974921359242106,2.1974921359242106
PC57,1.9885133902747985,1.9885133902747985
PC18,1.9332574606248378,1.9332574606248378
PC74,1.8886178272668526,1.8886178272668526
PC11,-1.796702203350506,1.796702203350506
PC37,1.7876139445153116,1.7876139445153116
PC14,1.7285378568749188,1.7285378568749188
PC105,-1.6040713354956788,1.6040713354956788
PC65,-1.5587131229691078,1.5587131229691078
PC5,-1.5375260632132959,1.5375260632132959
PC41,-1.530406735355638,1.530406735355638
PC30,1.5210560905072108,1.5210560905072108
PC49,1.499700212178692,1.499700212178692
PC15,-1.4919286261802016,1.4919286261802016
PC1,1.4881678365944913,1.4881678365944913
PC95,1.4713254465849985,1.4713254465849985
PC51,-1.44149014328542,1.44149014328542
PC21,1.4327985438587914,1.4327985438587914
PC9,1.4222574567185493,1.4222574567185493
PC77,1.3742044681782972,1.3742044681782972
PC12,-1.3306531657423661,1.3306531657423661
PC43,1.3134352946983194,1.3134352946983194
PC62,-1.267876583248655,1.267876583248655
PC58,1.256487639464285,1.256487639464285
PC82,-1.1825072709754207,1.1825072709754207
PC46,1.1474743588268983,1.1474743588268983
PC117,1.1252527398088936,1.1252527398088936
PC52,-1.1087341108376567,1.1087341108376567
PC13,1.0835311804294967,1.0835311804294967
PC28,-1.0662030911116445,1.0662030911116445
PC20,-1.0603026641582571,1.0603026641582571
PC81,-1.0348559073027812,1.0348559073027812
PC3,-1.0242677930248345,1.0242677930248345
PC109,0.9915093175133256,0.9915093175133256
PC2,-0.9630560943871809,0.9630560943871809
PC44,0.9484457955165259,0.9484457955165259
PC93,-0.8718405680918073,0.8718405680918073
PC72,0.860863271296633,0.860863271296633
PC108,0.8559888712942134,0.8559888712942134
PC61,0.8299933184918808,0.8299933184918808
PC39,-0.8291832550545154,0.8291832550545154
PC23,0.8254122159617296,0.8254122159617296
PC53,0.8083911174128892,0.8083911174128892
PC121,-0.7749603059677344,0.7749603059677344
PC10,0.7603351675988165,0.7603351675988165
PC88,0.7598237467844201,0.7598237467844201
PC69,-0.7504522520545331,0.7504522520545331
PC113,0.7485515751719097,0.7485515751719097
PC101,-0.7103353702868055,0.7103353702868055
PC92,0.6929149918875711,0.6929149918875711
PC70,-0.6830614612832604,0.6830614612832604
PC110,-0.6747835304749883,0.6747835304749883
PC63,0.6599440798077602,0.6599440798077602
PC31,0.658907242025065,0.658907242025065
PC8,0.6508177597819174,0.6508177597819174
PC33,-0.6217072182913208,0.6217072182913208
PC94,0.6018368169445995,0.6018368169445995
PC25,-0.59992993364827,0.59992993364827
PC26,-0.5879723928741457,0.5879723928741457
PC68,0.5461039265713337,0.5461039265713337
PC4,-0.5453101278109747,0.5453101278109747
PC36,-0.5359008722503955,0.5359008722503955
PC27,0.5205582518038521,0.5205582518038521
PC118,0.5032101096955613,0.5032101096955613
PC90,0.4763308612074188,0.4763308612074188
PC104,0.4725859369556038,0.4725859369556038
PC16,-0.4557663188764201,0.4557663188764201
PC75,0.45490421686091315,0.45490421686091315
PC48,-0.45401412484107595,0.45401412484107595
PC54,-0.4511859701210583,0.4511859701210583
PC97,0.4389864185005254,0.4389864185005254
PC119,0.42915772137495956,0.42915772137495956
PC24,0.42024231620955466,0.42024231620955466
PC107,-0.4182343508699898,0.4182343508699898
PC34,-0.4151901173386765,0.4151901173386765
PC6,-0.3904401852245568,0.3904401852245568
PC96,0.38457383705148523,0.38457383705148523
PC89,-0.3815754547213968,0.3815754547213968
PC19,-0.3794469794493164,0.3794469794493164
PC106,-0.36963488800572264,0.36963488800572264
PC66,0.36612099027897754,0.36612099027897754
PC115,0.3567609870755166,0.3567609870755166
PC47,0.3562241476265032,0.3562241476265032
PC67,0.34742857357387985,0.34742857357387985
PC112,-0.34432299350787154,0.34432299350787154
PC73,0.3429811125812066,0.3429811125812066
PC87,0.3390708703007981,0.3390708703007981
PC17,-0.3213214960438801,0.3213214960438801
PC84,0.2939346272511057,0.2939346272511057
PC85,0.2780674119154884,0.2780674119154884
PC100,-0.2592418157067764,0.2592418157067764
PC114,-0.25579190726933515,0.25579190726933515
PC86,0.24079476528700658,0.24079476528700658
PC102,-0.20189079897824855,0.20189079897824855
PC76,-0.18589850448704248,0.18589850448704248
PC79,0.1743376004284165,0.1743376004284165
PC83,0.17171138631759766,0.17171138631759766
PC32,0.16987314381133523,0.16987314381133523
PC29,0.16293900979186302,0.16293900979186302
PC60,-0.14602829441070736,0.14602829441070736
PC59,-0.1389762527622446,0.1389762527622446
PC38,-0.12501091201471495,0.12501091201471495
PC35,0.10988495926016095,0.10988495926016095
PC42,0.10516582412026147,0.10516582412026147
PC99,-0.0754291022766993,0.0754291022766993
PC55,0.06356543098857145,0.06356543098857145
PC116,0.06354679467762027,0.06354679467762027
PC91,0.05809737620682809,0.05809737620682809
PC64,-0.05601960351349339,0.05601960351349339
PC80,-0.05120442578597059,0.05120442578597059
PC71,0.04331829974836607,0.04331829974836607
PC111,-0.03463006900204233,0.03463006900204233
PC120,-0.028977739871961474,0.028977739871961474
PC56,0.027136019516938854,0.027136019516938854
PC103,-0.0025241646608830204,0.0025241646608830204
