feature,coef,abs_coef
PC1,1.3577509863441872,1.3577509863441872
PC9,-1.1345699306044221,1.1345699306044221
PC11,1.072366062584188,1.072366062584188
PC3,0.8345245333926432,0.8345245333926432
PC8,0.8275281102871501,0.8275281102871501
PC12,-0.7261229480617003,0.7261229480617003
PC2,-0.583366943178257,0.583366943178257
PC7,-0.5365255715953494,0.5365255715953494
PC5,0.5022507745139643,0.5022507745139643
PC4,-0.19457782802309412,0.19457782802309412
PC13,-0.1874348688707577,0.1874348688707577
PC10,0.1857668253170353,0.1857668253170353
PC6,-0.07189968825422681,0.07189968825422681
