feature,coef,abs_coef
PC1,1.3567509863441907,1.3567509863441907
PC9,-1.1335699306044238,1.1335699306044238
PC11,1.0713660625841936,1.0713660625841936
PC3,0.8335245333926431,0.8335245333926431
PC8,0.8265281102871511,0.8265281102871511
PC12,-0.7251229480617033,0.7251229480617033
PC2,-0.5823669431782545,0.5823669431782545
PC7,-0.5355255715953442,0.5355255715953442
PC5,0.5012507745139583,0.5012507745139583
PC4,-0.19357782802309484,0.19357782802309484
PC13,-0.18643486887076272,0.18643486887076272
PC10,0.184766825317035,0.184766825317035
PC6,-0.0708996882542255,0.0708996882542255
