feature,coef,abs_coef
PC45,-3.0866093343640704,3.0866093343640704
PC98,-2.9086900071756623,2.9086900071756623
PC22,-2.808365727450342,2.808365727450342
PC7,-2.3621025865352143,2.3621025865352143
PC50,2.24549122095086,2.24549122095086
PC40,2.2306984727897836,2.2306984727897836
PC78,-2.200735235934433,2.200735235934433
PC57,1.991448075542099,1.991448075542099
PC18,1.9361105981573041,1.9361105981573041
PC74,1.8914050847931774,1.8914050847931774
PC11,-1.799353810079292,1.799353810079292
PC37,1.7902521386216286,1.7902521386216286
PC14,1.7310888653857774,1.7310888653857774
PC105,-1.6064386539854811,1.6064386539854811
PC65,-1.561013500960181,1.561013500960181
PC5,-1.5397951729451402,1.5397951729451402
PC41,-1.5326653382502344,1.5326653382502344
PC30,1.5233008935451826,1.5233008935451826
PC49,1.501913497811856,1.501913497811856
PC15,-1.494130442361336,1.494130442361336
PC1,1.4903641025320125,1.4903641025320125
PC95,1.4734968562082025,1.4734968562082025
PC51,-1.4436175214097897,1.4436175214097897
PC21,1.4349130947580782,1.4349130947580782
PC9,1.4243564508842228,1.4243564508842228
PC77,1.376232544844383,1.376232544844383
PC12,-1.3326169685814557,1.3326169685814557
PC43,1.3153736870811734,1.3153736870811734
PC62,-1.2697477392327308,1.2697477392327308
PC58,1.2583419874320316,1.2583419874320316
PC82,-1.1842524373311494,1.1842524373311494
PC46,1.149167822955392,1.149167822955392
PC117,1.126913408856268,1.126913408856268
PC52,-1.1103704013833293,1.1103704013833293
PC13,1.0851302760189085,1.0851302760189085
PC28,-1.0677766135826101,1.0677766135826101
PC20,-1.0618674786687357,1.0618674786687357
PC81,-1.0363831670133896,1.0363831670133896
PC3,-1.0257794265982743,1.0257794265982743
PC109,0.9929726055156768,0.9929726055156768
PC2,-0.9644773905904656,0.9644773905904656
PC44,0.9498455295673844,0.9498455295673844
PC93,-0.8731272467147059,0.8731272467147059
PC72,0.8621337494195378,0.8621337494195378
PC108,0.8572521556863948,0.8572521556863948
PC61,0.8312182381608397,0.8312182381608397
PC39,-0.8304069792166928,0.8304069792166928
PC23,0.8266303747538678,0.8266303747538678
PC53,0.8095841561493096,0.8095841561493096
PC121,-0.7761040068871166,0.7761040068871166
PC10,0.7614572844653673,0.7614572844653673
PC88,0.7609451088865564,0.7609451088865564
PC69,-0.7515597835294003,0.7515597835294003
PC113,0.7496563015922714,0.7496563015922714
PC101,-0.7113836965169512,0.7113836965169512
PC92,0.6939376087973369,0.6939376087973369
PC70,-0.684069536168199,0.684069536168199
PC110,-0.6757793886347577,0.6757793886347577
PC63,0.6609180376285768,0.6609180376285768
PC31,0.6598796696612799,0.6598796696612799
PC8,0.6517782488088841,0.6517782488088841
PC33,-0.6226247454364918,0.6226247454364918
PC94,0.6027250189796667,0.6027250189796667
PC25,-0.6008153214692928,0.6008153214692928
PC26,-0.5888401335327657,0.5888401335327657
PC68,0.5469098769640116,0.5469098769640116
PC4,-0.5461149067005815,0.5461149067005815
PC36,-0.5366917647846021,0.5366917647846021
PC27,0.5213265014117349,0.5213265014117349
PC118,0.5039527565907256,0.5039527565907256
PC90,0.4770338392047522,0.4770338392047522
PC104,0.4732833881236487,0.4732833881236487
PC16,-0.4564389473374051,0.4564389473374051
PC75,0.45557557301561546,0.45557557301561546
PC48,-0.45468416738131945,0.45468416738131945
PC54,-0.451851838817653,0.451851838817653
PC97,0.439634282870571,0.439634282870571
PC119,0.42979108036990066,0.42979108036990066
PC24,0.4208625176827352,0.4208625176827352
PC107,-0.4188515889503559,0.4188515889503559
PC34,-0.4158028626822332,0.4158028626822332
PC6,-0.39101640415519867,0.39101640415519867
PC96,0.38514139831574334,0.38514139831574334
PC89,-0.38213859091691404,0.38213859091691404
PC19,-0.38000697440119935,0.38000697440119935
PC106,-0.37018040208947156,0.37018040208947156
PC66,0.36666131848671935,0.36666131848671935
PC115,0.35728750161538714,0.35728750161538714
PC47,0.35674986988868024,0.35674986988868024
PC67,0.34794131516330795,0.34794131516330795
PC112,-0.34483115182412416,0.34483115182412416
PC73,0.34348729052447113,0.34348729052447113
PC87,0.33957127743534127,0.33957127743534127
PC17,-0.32179570831981097,0.32179570831981097
PC84,0.29436842147364467,0.29436842147364467
PC85,0.2784777890047556,0.2784777890047556
PC100,-0.25962440962891964,0.25962440962891964
PC114,-0.2561694097520686,0.2561694097520686
PC86,0.24115013470699093,0.24115013470699093
PC102,-0.2021887531968438,0.2021887531968438
PC76,-0.18617285697820574,0.18617285697820574
PC79,0.17459489112106086,0.17459489112106086
PC83,0.17196480119431734,0.17196480119431734
PC32,0.17012384577537504,0.17012384577537504
PC29,0.16317947823117024,0.16317947823117024
PC60,-0.14624380569984813,0.14624380569984813
PC59,-0.13918135651636743,0.13918135651636743
PC38,-0.1251954054576756,0.1251954054576756
PC35,0.11004712953902529,0.11004712953902529
PC42,0.1053210298111894,0.1053210298111894
PC99,-0.07554042195714938,0.07554042195714938
PC55,0.06365924204095819,0.06365924204095819
PC116,0.0636405782261924,0.0636405782261924
PC91,0.05818311740166299,0.05818311740166299
PC64,-0.05610227829251291,0.05610227829251291
PC80,-0.051279994235597204,0.051279994235597204
PC71,0.04338222970563704,0.04338222970563704
PC111,-0.03468117670581383,0.03468117670581383
PC120,-0.029020505762646975,0.029020505762646975
PC56,0.02717606736226852,0.02717606736226852
PC103,-0.0025278898703184893,0.0025278898703184893
